Action_or_Object,Pic_Num,Dominant_Response,Registered_Resp,Missing_or_Not_Reg_Resp,Not_Reg_Resp,Alternative_Names,Agreement_Factor,Dominant_Resp,Sim_Offshoot_Resp,Synonym_Resp,Error_Valid_Resp,Mean_RT_All,SD_RT_All,Mean_RT_Dominant,SD_RT_Dominant,Mean_RT_Sim_Offshoots,Mean_RT_Synonym,Mean_RT_Error,Syllable_Count,Character_Count,Fricative_First_Syl,Word_Freq_in_English,Word_Sophistication,Visual_Complexity,Word_Partial_Repeats,Word_Complexity,Num_Objects,Keep
Object,obj395,shovel,0.98,0.02,0,1,0.029,1,0,0,0,858,214,858,214,NA,NA,NA,2,6,Present,1.609,1,11955,0,Singular,1,TRUE
Object,obj396,shower,1,0,0,3,0.721,0.84,0.16,0,0,993,386,897,195,1495,NA,NA,2,6,Present,3.091,2,20173,0,Singular,3,TRUE
Object,obj397,sink,0.96,0,0.04,3,0.336,0.958,0.021,0,0.021,1010,322,984,256,2381,NA,865,1,4,Present,2.773,1,26560,0,Singular,2,TRUE
Object,obj398,skateboard,1,0,0,1,0,1,0,0,0,823,140,823,140,NA,NA,NA,2,10,Present,0.693,3,14225,0,Complex,1,TRUE
Object,obj399,skeleton,1,0,0,1,0,1,0,0,0,817,130,817,130,NA,NA,NA,3,8,Present,2.565,3,10724,0,Singular,1,TRUE
Object,obj400,skirt,0.94,0,0.06,4,1.012,0.766,0,0,0.234,1031,397,992,206,NA,NA,1161,1,5,Present,3.401,3,7277,0,Singular,1,TRUE
Object,obj401,skis,0.82,0.02,0.16,3,0.505,0.951,0.024,0,0.024,1087,383,1039,274,1266,NA,2789,1,4,Present,0,3,20764,0,Complex,3,TRUE
Object,obj402,skunk,1,0,0,2,0.141,0.98,0,0,0.02,1052,337,1044,335,NA,NA,1452,1,5,Present,0,3,16683,0,Singular,1,TRUE
Object,obj403,sled,1,0,0,2,0.242,0.96,0,0.04,0,1198,388,1188,378,NA,1450,NA,1,4,Present,0.693,2,16722,0,Singular,1,TRUE
Object,obj404,slide,0.96,0.02,0.02,1,0.057,1,0,0,0,1003,390,1003,390,NA,NA,NA,1,5,Present,2.565,1,20613,0,Singular,2,TRUE
Object,obj405,slingshot,0.9,0.06,0.04,5,0.992,0.822,0.111,0,0.067,1308,320,1265,295,1394,NA,1688,2,9,Present,0.693,3,25531,0,Complex,1,FALSE
Object,obj406,slipper,0.96,0.02,0.02,5,1.478,0.625,0.042,0,0.333,1347,501,1256,327,1294,NA,1523,2,7,Present,2.303,2,11221,0,Singular,1,FALSE
Object,obj407,smoke,0.98,0,0.02,4,0.828,0.837,0,0,0.163,1212,278,1221,295,NA,NA,1167,1,5,Present,3.892,3,10642,0,Singular,2,TRUE
Object,obj408,snail,0.98,0,0.02,2,0.169,0.98,0,0,0.02,919,175,918,177,NA,NA,979,1,5,Present,1.609,3,16426,0,Singular,1,TRUE
Object,obj409,snake,0.96,0,0.04,1,0.057,1,0,0,0,775,141,775,141,NA,NA,NA,1,5,Present,3.178,3,23761,0,Singular,1,TRUE
Object,obj410,snowman,0.98,0,0.02,1,0.029,1,0,0,0,920,306,920,306,NA,NA,NA,2,7,Present,0,2,9725,0,Complex,1,TRUE
Object,obj411,sock,0.96,0,0.04,1,0.057,1,0,0,0,712,144,712,144,NA,NA,NA,1,4,Present,2.944,1,8316,0,Singular,1,TRUE
Object,obj412,couch,1,0,0,3,0.928,0.74,0,0.24,0.02,876,217,828,184,NA,1010,1054,1,5,Absent,2.398,1,15863,0,Singular,1,TRUE
Object,obj413,soldier,0.96,0,0.04,11,1.849,0.688,0.021,0,0.292,1324,645,1170,439,1049,NA,1707,2,7,Present,4.431,3,9301,0,Singular,1,TRUE
Object,obj414,spaghetti,1,0,0,3,0.383,0.94,0,0,0.06,905,204,903,201,NA,NA,937,3,9,Present,1.792,1,32766,0,Singular,3,TRUE
Object,obj415,spatula,0.84,0.14,0.02,5,0.923,0.857,0,0,0.143,1444,569,1472,574,NA,NA,1282,3,7,Present,0,3,7762,0,Singular,1,FALSE
Object,obj416,spider,0.98,0,0.02,1,0.029,1,0,0,0,907,177,907,177,NA,NA,NA,2,6,Present,2.079,3,37059,0,Singular,2,TRUE
Object,obj417,thread,0.98,0,0.02,7,1.53,0.653,0.061,0,0.286,1361,414,1426,396,1230,NA,1240,1,6,Present,2.833,3,13706,0,Singular,1,FALSE
Object,obj418,spoon,0.98,0,0.02,1,0.029,1,0,0,0,777,228,777,228,NA,NA,NA,1,5,Present,2.773,1,7344,0,Singular,1,TRUE
Object,obj419,squirrel,1,0,0,3,0.607,0.88,0,0,0.12,1225,535,1234,560,NA,NA,1154,2,8,Present,1.946,1,21975,0,Singular,1,TRUE
Object,obj420,stairs,1,0,0,4,1.123,0.74,0.26,0,0,1042,306,1011,275,1129,NA,NA,1,6,Present,3.807,1,27602,0,Complex,1,TRUE
Object,obj421,statue,0.98,0.02,0,4,0.548,0.918,0,0.041,0.041,1234,561,1214,558,NA,1719,1207,2,6,Present,3.178,3,7359,0,Singular,1,TRUE
Object,obj422,steeringwheel,1,0,0,2,0.943,0.64,0.36,0,0,1139,340,1158,334,1106,NA,NA,3,13,Present,0,3,21824,0,Complex,1,TRUE
Object,obj423,stethoscope,0.92,0.06,0.02,4,0.526,0.935,0,0,0.065,1281,461,1209,314,NA,NA,2312,3,11,Present,0.693,3,13841,0,Singular,1,TRUE
Object,obj424,stocking,0.98,0,0.02,9,2.455,0.429,0.061,0.449,0.061,1402,594,1218,331,1646,1560,1294,2,8,Present,2.565,3,16152,0,Singular,1,FALSE
Object,obj425,stool,0.96,0,0.04,2,0.681,0.833,0,0,0.167,959,249,973,209,NA,NA,894,1,5,Present,2.565,3,10988,0,Singular,1,FALSE
Object,obj426,stove,1,0,0,3,0.959,0.72,0,0.26,0.02,1120,307,1122,278,NA,1049,1987,1,5,Present,3.045,1,29248,0,Singular,1,TRUE
Object,obj427,strawberry,0.98,0,0.02,1,0.029,1,0,0,0,1052,300,1052,300,NA,NA,NA,3,10,Present,1.946,2,16771,0,Singular,1,TRUE
Object,obj428,stroller,0.88,0.1,0.02,4,0.912,0.841,0.045,0,0.114,1316,592,1346,631,1044,NA,1204,2,8,Present,0.693,1,22353,1,Singular,1,FALSE
Object,obj429,submarine,0.98,0,0.02,3,0.674,0.878,0,0,0.122,1144,234,1145,223,NA,NA,1134,3,9,Present,2.89,3,12481,0,Singular,2,FALSE
Object,obj430,suitcase,0.96,0,0.04,4,0.997,0.792,0,0.042,0.167,924,205,902,210,NA,933,1027,2,8,Present,2.996,3,13318,0,Complex,1,TRUE
Object,obj431,sun,1,0,0,1,0,1,0,0,0,762,145,762,145,NA,NA,NA,1,3,Present,5.03,1,18102,0,Singular,1,TRUE
Object,obj432,swan,0.94,0,0.06,3,1.075,0.745,0,0,0.255,1029,328,1049,297,NA,NA,970,1,4,Present,2.079,3,12465,0,Singular,1,TRUE
Object,obj433,sweater,0.94,0.02,0.04,4,1.58,0.553,0,0,0.447,1122,375,1122,364,NA,NA,1122,2,7,Present,2.773,1,11622,0,Singular,1,TRUE
Object,obj434,swing,0.98,0,0.02,2,0.847,0.735,0.265,0,0,939,403,942,454,929,NA,NA,1,5,Present,2.944,1,21224,0,Singular,2,TRUE
Object,obj435,sword,1,0,0,4,0.522,0.92,0,0.02,0.06,1082,348,1084,360,NA,1191,1024,1,5,Present,2.89,3,10243,0,Singular,1,TRUE
Object,obj436,needle,0.96,0.02,0.02,5,1.454,0.625,0.021,0.271,0.083,1184,458,1169,491,1298,1222,1149,2,6,Absent,2.833,3,10658,1,Singular,1,TRUE
Object,obj437,table,1,0,0,2,0.141,0.98,0,0,0.02,848,244,852,246,NA,NA,667,2,5,Absent,5.464,1,12010,0,Singular,1,TRUE
Object,obj438,tail,0.96,0.02,0.02,6,1.283,0.771,0.104,0,0.125,1432,407,1383,351,1828,NA,1403,1,4,Absent,3.611,3,20747,0,Singular,2,TRUE
Object,obj439,tank,0.84,0.12,0.04,5,0.752,0.905,0,0,0.095,1181,540,1155,536,NA,NA,1435,1,4,Absent,3.689,3,11180,0,Singular,1,TRUE
Object,obj440,taperecorder,0.96,0.04,0,6,1.306,0.75,0.146,0.042,0.063,1017,204,1009,222,1032,1119,1021,4,12,Absent,1.099,3,35631,0,Complex,1,FALSE
Object,obj441,teapot,1,0,0,8,2.294,0.44,0.34,0.08,0.14,1302,568,1085,388,1480,1573,1400,2,6,Absent,1.609,3,17625,0,Complex,1,TRUE
Object,obj442,tear,0.96,0.02,0.02,8,2.104,0.5,0.083,0,0.417,1186,320,1134,182,1044,NA,1278,1,4,Absent,4.094,3,8908,0,Singular,2,TRUE
Object,obj443,teepee,0.94,0.02,0.04,4,1.116,0.702,0,0.021,0.277,1214,454,1167,453,NA,1763,1292,2,6,Absent,0,3,15294,0,Singular,2,FALSE
Object,obj444,teeth,0.96,0.02,0.02,2,0.765,0.792,0,0.208,0,1009,340,949,337,NA,1237,NA,1,5,Absent,1.386,3,8898,0,Singular,1,TRUE
Object,obj445,telephone,1,0,0,2,0.855,0.72,0.28,0,0,761,234,752,262,786,NA,NA,3,9,Absent,4.663,1,19758,0,Singular,1,TRUE
Object,obj446,telescope,0.98,0.02,0,2,0.169,0.98,0,0,0.02,1035,438,1011,409,NA,NA,2178,3,9,Absent,2.197,3,21547,0,Singular,1,TRUE
Object,obj447,tv,0.98,0,0.02,2,0.973,0.612,0,0.388,0,799,166,786,184,NA,818,NA,2,2,Absent,0,1,18950,0,Singular,1,TRUE
Object,obj448,tennisracket,1,0,0,3,1.107,0.56,0.42,0,0.02,911,317,963,383,834,NA,1098,4,12,Absent,0,3,12242,0,Complex,1,TRUE
Object,obj449,tent,0.98,0,0.02,1,0.029,1,0,0,0,744,110,744,110,NA,NA,NA,1,4,Absent,3.807,3,16963,0,Singular,1,TRUE
Object,obj450,thermos,0.92,0.04,0.04,5,0.855,0.87,0,0,0.13,1287,434,1289,460,NA,NA,1276,2,7,Present,1.099,3,5251,0,Singular,1,FALSE
Object,obj451,thimble,0.98,0.02,0,5,0.687,0.898,0,0,0.102,1270,585,1198,535,NA,NA,1900,2,7,Present,0,3,9987,0,Singular,1,FALSE
Object,obj452,thumb,1,0,0,3,0.282,0.96,0.04,0,0,870,113,870,114,884,NA,NA,1,5,Present,3.332,3,6695,0,Singular,1,TRUE
Object,obj453,tie,1,0,0,2,0.141,0.98,0.02,0,0,760,180,758,182,848,NA,NA,1,3,Absent,3.555,3,19103,0,Singular,2,TRUE
Object,obj454,tiger,0.94,0.04,0.02,4,0.599,0.915,0,0,0.085,1077,392,1072,398,NA,NA,1137,2,5,Absent,2.565,1,45476,0,Singular,1,TRUE
Object,obj455,tire,1,0,0,2,0.469,0.9,0,0.1,0,805,225,804,230,NA,813,NA,2,4,Absent,2.485,3,14920,0,Singular,1,TRUE
Object,obj456,toaster,1,0,0,3,0.282,0.96,0.02,0,0.02,855,155,860,156,799,NA,684,2,7,Absent,0.693,3,13290,0,Singular,1,TRUE
Object,obj457,toe,0.88,0.1,0.02,6,1.685,0.523,0.386,0,0.091,1304,471,1211,413,1343,NA,1678,1,3,Absent,3.401,1,15263,0,Singular,1,TRUE
Object,obj458,toilet,1,0,0,1,0,1,0,0,0,825,158,825,158,NA,NA,NA,2,6,Absent,3.367,3,22049,0,Singular,1,TRUE
Object,obj459,tomato,1,0,0,2,0.141,0.98,0,0,0.02,981,328,962,301,NA,NA,1930,3,6,Absent,2.708,3,8388,0,Singular,1,TRUE
Object,obj460,grave,1,0,0,8,1.952,0.62,0,0.12,0.26,1364,523,1228,491,NA,1390,1676,1,5,Absent,3.091,3,21614,0,Singular,2,FALSE
Object,obj461,toothbrush,1,0,0,1,0,1,0,0,0,811,197,811,197,NA,NA,NA,2,10,Absent,1.099,1,8597,0,Complex,1,TRUE
Object,obj462,top,0.84,0.16,0,6,0.978,0.857,0.071,0,0.071,1226,576,1083,431,1850,NA,2311,1,3,Absent,5.153,3,10581,0,Singular,1,FALSE
Object,obj463,towel,0.98,0,0.02,3,0.838,0.796,0,0,0.204,973,203,990,206,NA,NA,908,2,5,Absent,3.135,1,24097,0,Singular,1,FALSE
Object,obj464,railroadtracks,1,0,0,10,2.809,0.28,0.68,0,0.04,1056,370,957,281,1054,NA,1788,3,14,Absent,0,3,40664,0,Complex,1,TRUE
Object,obj465,tractor,0.92,0.04,0.04,4,0.775,0.87,0,0,0.13,1276,485,1216,399,NA,NA,1673,2,7,Absent,2.485,2,9518,0,Singular,1,FALSE
Object,obj466,stoplight,1,0,0,7,1.742,0.62,0.32,0.04,0.02,1047,337,1021,349,1110,981,971,2,9,Present,0,3,17265,0,Complex,1,TRUE
Object,obj467,train,0.96,0,0.04,1,0.057,1,0,0,0,838,174,838,174,NA,NA,NA,1,5,Absent,4.407,1,18361,0,Singular,1,TRUE
Object,obj468,trashcan,0.98,0,0.02,5,1.312,0.694,0.265,0.02,0.02,971,342,984,387,954,1111,615,2,8,Absent,0,3,13895,0,Complex,1,TRUE
Object,obj469,tree,0.98,0,0.02,1,0.029,1,0,0,0,796,332,796,332,NA,NA,NA,1,4,Absent,5.257,1,26074,0,Singular,1,TRUE
Object,obj470,tripod,0.78,0.18,0.04,6,1.211,0.795,0,0,0.205,1683,477,1571,423,NA,NA,2116,2,6,Absent,0.693,3,13049,0,Singular,1,TRUE
Object,obj471,trophy,0.88,0.1,0.02,8,1.724,0.5,0.023,0.023,0.455,1679,621,1452,647,1937,2317,1884,2,6,Absent,1.609,3,19720,0,Singular,1,TRUE
Object,obj472,truck,1,0,0,3,0.282,0.96,0.02,0,0.02,990,340,987,338,1410,NA,671,1,5,Absent,3.611,1,10639,0,Singular,1,TRUE
Object,obj473,trumpet,0.98,0,0.02,4,1.109,0.694,0,0,0.306,1045,387,1053,409,NA,NA,1025,2,7,Absent,2.197,3,13615,0,Singular,1,TRUE
Object,obj474,chest,0.92,0.02,0.06,4,1.354,0.63,0,0.261,0.109,1212,499,1233,421,NA,1300,878,1,5,Present,3.892,3,20690,1,Singular,1,FALSE
Object,obj475,turkey,0.96,0.02,0.02,3,0.336,0.958,0,0,0.042,1159,412,1160,420,NA,NA,1136,2,6,Absent,1.792,1,15338,0,Singular,1,TRUE
Object,obj476,turtle,1,0,0,1,0,1,0,0,0,734,169,734,169,NA,NA,NA,2,6,Absent,1.609,1,14768,0,Singular,1,TRUE
Object,obj477,tweezers,0.9,0.04,0.06,5,0.686,0.911,0,0,0.089,1322,617,1328,611,NA,NA,1265,2,8,Absent,1.099,3,7308,0,Complex,1,TRUE
Object,obj478,typewriter,1,0,0,1,0,1,0,0,0,778,231,778,231,NA,NA,NA,3,10,Absent,2.485,3,28850,0,Complex,1,TRUE
Object,obj479,umbrella,1,0,0,1,0,1,0,0,0,738,178,738,178,NA,NA,NA,3,8,Absent,2.708,3,15140,0,Singular,1,TRUE
Object,obj480,unicorn,1,0,0,1,0,1,0,0,0,928,213,928,213,NA,NA,NA,3,7,Absent,0.693,3,12749,0,Singular,1,TRUE
Object,obj481,unicycle,0.96,0.04,0,4,0.945,0.813,0,0,0.188,1173,360,1179,380,NA,NA,1146,4,8,Absent,0,3,20238,0,Singular,1,TRUE
Object,obj482,vacuum,1,0,0,2,0.68,0.82,0.18,0,0,946,228,930,224,1021,NA,NA,2,6,Present,2.773,1,34257,0,Singular,2,TRUE
Object,obj483,vase,0.96,0.04,0,3,0.435,0.938,0,0,0.063,1168,426,1171,436,NA,NA,1109,1,4,Present,2.079,3,20221,0,Singular,1,TRUE
Object,obj484,vest,1,0,0,3,0.282,0.96,0,0,0.04,935,190,919,160,NA,NA,1319,1,4,Present,2.079,3,10103,0,Singular,1,TRUE
Object,obj485,violin,1,0,0,4,0.858,0.82,0,0,0.18,1057,393,1051,371,NA,NA,1084,3,6,Present,1.946,3,8571,0,Singular,1,TRUE
Object,obj486,volcano,1,0,0,1,0,1,0,0,0,1063,190,1063,190,NA,NA,NA,3,7,Present,1.946,3,54995,0,Singular,2,TRUE
Object,obj487,waffle,0.74,0.22,0.04,15,2.492,0.459,0.081,0,0.459,1505,577,1270,391,1631,NA,1718,2,6,Absent,0.693,3,11129,0,Singular,1,TRUE
Object,obj488,wagon,0.82,0.14,0.04,5,1.206,0.756,0,0.049,0.195,1210,739,1192,743,NA,1731,1151,2,5,Absent,2.485,3,20209,0,Singular,1,FALSE
Object,obj489,waiter,0.96,0,0.04,6,0.945,0.854,0,0.021,0.125,1161,360,1156,351,NA,2152,1026,2,6,Absent,3.135,3,27418,0,Singular,2,TRUE
Object,obj490,bricks,1,0,0,5,1.903,0.38,0.24,0,0.38,1032,276,1050,271,1004,NA,1031,1,6,Absent,0,3,11402,0,Complex,1,TRUE
Object,obj491,wallet,0.88,0.1,0.02,10,1.467,0.773,0,0.023,0.205,1466,576,1382,578,NA,1326,1799,2,6,Absent,2.197,3,10594,0,Singular,1,FALSE
Object,obj492,walnut,0.94,0.06,0,4,1.208,0.617,0,0,0.383,1373,549,1282,411,NA,NA,1519,2,6,Absent,1.792,3,30661,0,Singular,1,FALSE
Object,obj493,walrus,0.96,0.02,0.02,5,0.961,0.833,0,0,0.167,1060,415,1006,354,NA,NA,1333,2,6,Absent,0.693,3,11083,0,Singular,1,FALSE
Object,obj494,closet,1,0,0,5,0.817,0.86,0,0.02,0.12,1112,354,1078,347,NA,1652,1263,2,6,Absent,2.485,2,30610,0,Singular,2,TRUE
Object,obj495,washingmachine,0.98,0.02,0,5,1.144,0.735,0.224,0,0.041,1105,289,1085,275,1149,NA,1218,4,14,Absent,0.693,3,29160,0,Complex,2,TRUE
Object,obj496,watch,1,0,0,1,0,1,0,0,0,780,162,780,162,NA,NA,NA,1,5,Absent,3.714,1,14511,0,Singular,1,TRUE
Object,obj497,wateringcan,0.7,0.26,0.04,18,2.895,0.314,0.286,0,0.4,1843,644,1577,425,1713,NA,2146,4,11,Absent,0,3,12701,0,Complex,1,FALSE
Object,obj498,watermelon,1,0,0,2,0.141,0.98,0.02,0,0,939,324,920,298,1869,NA,NA,4,10,Absent,0,3,9982,0,Singular,1,FALSE
Object,obj499,spiderweb,1,0,0,2,0.904,0.68,0.32,0,0,869,157,869,159,867,NA,NA,3,9,Present,0,3,14705,0,Complex,1,FALSE
Object,obj500,well,0.96,0.04,0,3,0.336,0.958,0.021,0,0.021,997,418,991,424,1352,NA,913,1,4,Absent,1.792,3,12965,0,Singular,1,TRUE
Object,obj501,whale,0.98,0,0.02,3,0.31,0.959,0,0,0.041,1075,288,1050,254,NA,NA,1676,1,5,Absent,2.485,3,15429,0,Singular,2,FALSE
Object,obj502,wheat,0.72,0.16,0.12,8,1.749,0.583,0,0,0.417,1542,602,1428,526,NA,NA,1701,1,5,Absent,3.401,3,28962,0,Singular,1,TRUE
Object,obj503,wheel,1,0,0,1,0,1,0,0,0,913,260,913,260,NA,NA,NA,1,5,Absent,3.807,3,22753,0,Singular,1,FALSE
Object,obj504,wheelbarrow,1,0,0,5,0.842,0.86,0.06,0,0.08,1226,460,1207,469,1562,NA,1170,3,11,Absent,0.693,3,20045,0,Complex,1,FALSE
Object,obj505,wheelchair,0.98,0,0.02,1,0.029,1,0,0,0,881,222,881,222,NA,NA,NA,2,10,Absent,1.386,3,33755,0,Complex,1,TRUE
Object,obj506,whip,0.9,0.1,0,3,0.757,0.867,0,0,0.133,1333,311,1272,276,NA,NA,1733,1,4,Absent,2.708,3,10916,0,Singular,1,FALSE
Object,obj507,whistle,0.98,0,0.02,1,0.029,1,0,0,0,790,200,790,200,NA,NA,NA,2,7,Absent,2.303,3,10521,0,Singular,1,TRUE
Object,obj508,wig,1,0,0,2,0.327,0.94,0,0,0.06,930,269,933,277,NA,NA,877,1,3,Absent,2.639,3,22371,0,Singular,1,TRUE
Object,obj509,windmill,0.9,0.06,0.04,4,0.55,0.933,0.022,0,0.044,1252,555,1226,559,2013,NA,1404,2,8,Absent,2.303,3,12430,0,Complex,1,TRUE
Object,obj510,window,1,0,0,1,0,1,0,0,0,822,140,822,140,NA,NA,NA,2,6,Absent,5.303,1,26944,0,Singular,2,TRUE
Object,obj511,glass,0.98,0,0.02,4,1.2,0.673,0.286,0,0.041,942,274,946,289,947,NA,852,1,5,Absent,4.984,1,7194,1,Singular,1,TRUE
Object,obj512,wing,0.96,0.02,0.02,4,0.475,0.938,0,0,0.063,1022,332,996,260,NA,NA,1408,1,4,Absent,4.078,3,27747,0,Singular,1,TRUE
Object,obj513,witch,1,0,0,1,0,1,0,0,0,879,154,879,154,NA,NA,NA,1,5,Absent,3.497,3,27723,0,Singular,2,TRUE
Object,obj514,wolf,1,0,0,4,1.51,0.56,0,0,0.44,1235,454,1262,430,NA,NA,1201,1,4,Absent,2.398,2,15672,0,Singular,1,FALSE
Object,obj515,woman,0.98,0,0.02,6,1.406,0.694,0,0.184,0.122,1130,413,1057,379,NA,1063,1638,2,5,Absent,6.746,3,14462,0,Singular,1,TRUE
Object,obj516,worm,0.98,0,0.02,3,0.31,0.959,0.02,0,0.02,1106,452,1110,461,997,NA,1000,1,4,Absent,2.89,3,20764,0,Singular,1,TRUE
Object,obj517,wrench,0.88,0.12,0,3,0.437,0.955,0.023,0,0.023,1346,689,1331,702,1803,NA,1495,1,6,Absent,1.386,3,7594,0,Singular,1,TRUE
Object,obj518,yoyo,0.98,0.02,0,3,0.31,0.959,0,0,0.041,1155,368,1141,367,NA,NA,1476,2,4,Absent,0,3,8066,0,Singular,1,TRUE
Object,obj519,zebra,0.98,0.02,0,1,0.029,1,0,0,0,864,204,864,204,NA,NA,NA,2,5,Present,1.099,2,36034,0,Singular,1,TRUE
Object,obj520,zipper,0.96,0.02,0.02,1,0.057,1,0,0,0,969,237,969,237,NA,NA,NA,2,6,Present,1.099,1,5830,0,Singular,1,FALSE
