Action_or_Object,Pic_Num,Dominant_Response,Registered_Resp,Missing_or_Not_Reg_Resp,Not_Reg_Resp,Alternative_Names,Agreement_Factor,Dominant_Resp,Sim_Offshoot_Resp,Synonym_Resp,Error_Valid_Resp,Mean_RT_All,SD_RT_All,Mean_RT_Dominant,SD_RT_Dominant,Mean_RT_Sim_Offshoots,Mean_RT_Synonym,Mean_RT_Error,Syllable_Count,Character_Count,Fricative_First_Syl,Word_Freq_in_English,Word_Sophistication,Visual_Complexity,Word_Partial_Repeats,Word_Complexity,Num_Objects,Keep
Action,act001,dive,1,0,0,1,0.5,1,0,0,0,938,401,938,401,NA,NA,NA,1,4,Absent,2.639,3,16005,0,Singular,3,FALSE
Action,act002,drink,0.96,0,0.04,2,0.769,0.875,0,0.125,0,888,204,848,132,NA,1170,NA,1,5,Absent,4.868,1,25613,0,Singular,3,FALSE
Action,act003,paint,0.96,0,0.04,1,0.508,1,0,0,0,994,245,994,245,NA,NA,NA,1,5,Absent,4.29,2,22022,0,Singular,3,FALSE
Action,act004,ski,0.6,0.04,0.36,2,0.627,0.933,0.067,0,0,1050,271,1053,281,1009,NA,NA,1,3,Present,1.946,3,17193,0,Singular,4,FALSE
Action,act005,cut,1,0,0,1,0.5,1,0,0,0,1065,278,1065,278,NA,NA,NA,1,3,Absent,5.252,2,15235,1,Singular,3,FALSE
Action,act006,blow,0.96,0,0.04,1,0.508,1,0,0,0,974,253,974,253,NA,NA,NA,1,4,Absent,4.443,1,19790,0,Singular,3,FALSE
Action,act007,argue,0.94,0.04,0.02,7,1.817,0.574,0,0.043,0.383,1501,518,1415,479,NA,1850,1590,2,5,Absent,4.787,3,23082,0,Singular,2,FALSE
Action,act008,walk,0.76,0.14,0.1,7,2.004,0.447,0,0,0.553,1826,647,1799,591,NA,NA,1848,1,4,Absent,5.737,1,23319,1,Singular,4,FALSE
Action,act009,fly,0.94,0.06,0,12,2.656,0.426,0,0,0.574,1517,514,1282,442,NA,NA,1691,1,3,Present,4.575,3,27331,1,Singular,2,FALSE
Action,act010,wakeup,0.88,0.08,0.04,8,2.22,0.364,0.5,0.091,0.045,1711,585,1533,498,1738,1713,2845,2,6,Absent,0,3,26195,0,Complex,4,FALSE
Action,act011,win,0.82,0.08,0.1,10,2.325,0.366,0.024,0,0.61,1623,491,1579,386,1754,NA,1645,1,3,Absent,5.043,3,22180,1,Singular,3,FALSE
Action,act012,bake,0.92,0.04,0.04,6,1.68,0.478,0,0,0.522,1487,487,1360,301,NA,NA,1603,1,4,Absent,3.219,3,17724,0,Singular,3,FALSE
Action,act013,balance,0.76,0.18,0.06,10,2.249,0.421,0,0,0.579,1912,667,1816,762,NA,NA,1982,2,7,Absent,3.367,3,28045,0,Singular,3,FALSE
Action,act014,bark,0.96,0.02,0.02,1,0.057,1,0,0,0,949,275,949,275,NA,NA,NA,1,4,Absent,2.398,3,18031,0,Singular,2,FALSE
Action,act015,beg,0.98,0.02,0,4,0.548,0.918,0,0,0.082,1348,379,1292,299,NA,NA,1981,1,3,Absent,3.434,3,17686,0,Singular,3,FALSE
Action,act016,bite,1,0,0,3,0.282,0.96,0,0.02,0.02,1015,307,993,285,NA,1190,1880,1,4,Absent,3.332,1,24562,1,Singular,2,FALSE
Action,act017,sniff,0.78,0.22,0,12,2.674,0.231,0,0.154,0.615,1863,645,1490,537,NA,1539,2083,1,5,Present,2.639,3,19855,0,Singular,3,FALSE
Action,act018,boil,0.96,0,0.04,4,1.188,0.688,0,0,0.313,1272,339,1209,242,NA,NA,1412,1,4,Absent,3.784,3,30327,0,Singular,3,FALSE
Action,act019,bounce,0.98,0,0.02,3,0.868,0.816,0,0.122,0.061,917,261,880,218,NA,1141,974,1,6,Absent,2.833,3,18068,0,Singular,2,FALSE
Action,act020,bow,0.96,0.02,0.02,4,0.574,0.917,0,0,0.083,1169,360,1105,298,NA,NA,1876,1,3,Absent,2.833,3,15564,0,Singular,2,FALSE
Action,act021,bowl,0.98,0.02,0,2,0.354,0.939,0,0,0.061,891,262,856,208,NA,NA,1431,1,4,Absent,2.639,3,16487,0,Singular,2,FALSE
Action,act022,box,0.98,0,0.02,3,0.868,0.816,0,0,0.184,967,249,963,254,NA,NA,983,1,3,Absent,0.693,3,16757,0,Singular,2,FALSE
Action,act023,break,0.98,0.02,0,5,0.881,0.857,0,0,0.143,1484,634,1399,615,NA,NA,1992,1,5,Absent,5.438,1,21546,1,Singular,2,FALSE
Action,act024,brush,1,0,0,2,0.141,0.98,0,0,0.02,903,221,888,194,NA,NA,1651,1,5,Absent,3.219,3,23911,0,Singular,3,FALSE
Action,act025,buckle,0.94,0,0.06,8,1.475,0.745,0,0.043,0.213,1453,523,1351,394,NA,1478,1807,2,6,Absent,1.609,3,21513,0,Singular,3,FALSE
Action,act026,burn,0.92,0.04,0.04,3,0.899,0.783,0.022,0,0.196,1142,409,1101,374,1651,NA,1251,1,4,Absent,4.489,3,31906,0,Singular,2,FALSE
Action,act027,bury,0.9,0.1,0,9,1.317,0.8,0,0,0.2,1644,517,1563,471,NA,NA,1971,2,4,Absent,3.932,3,32313,0,Singular,3,FALSE
Action,act028,pay,0.98,0.02,0,5,1.327,0.694,0.02,0.041,0.245,1413,435,1338,388,1465,1580,1594,1,3,Absent,5.858,3,27841,0,Singular,4,FALSE
Action,act029,yell,1,0,0,6,1.791,0.48,0,0.34,0.18,1139,259,1112,200,NA,1146,1201,1,4,Absent,3.135,3,27343,1,Singular,2,FALSE
Action,act030,camp,0.94,0.04,0.02,8,2.086,0.468,0,0,0.532,1601,565,1595,691,NA,NA,1606,1,4,Absent,2.833,3,46823,0,Singular,5,FALSE
Action,act031,carry,0.92,0.06,0.02,4,0.838,0.848,0,0,0.152,1253,425,1180,354,NA,NA,1658,2,5,Absent,5.743,2,17053,0,Singular,2,FALSE
Action,act032,carve,0.94,0.04,0.02,8,1.936,0.447,0,0.064,0.489,1632,533,1531,541,NA,1752,1709,1,5,Absent,3.045,3,36764,1,Singular,4,FALSE
Action,act033,catch,0.98,0,0.02,2,0.27,0.959,0,0,0.041,1160,329,1154,324,NA,NA,1321,1,5,Absent,5.268,2,15966,0,Singular,3,FALSE
Action,act034,celebrate,0.8,0.16,0.04,12,2.87,0.25,0,0.05,0.7,1916,542,2214,539,NA,1734,1823,3,9,Present,3.178,3,38102,0,Singular,6,FALSE
Action,act035,chase,1,0,0,4,0.522,0.92,0,0,0.08,1145,322,1143,329,NA,NA,1166,1,5,Absent,3.045,2,20541,0,Singular,3,FALSE
Action,act036,cheer,0.96,0.02,0.02,11,2.215,0.521,0.021,0,0.458,1431,410,1330,387,1392,NA,1549,1,5,Absent,2.773,3,36542,0,Singular,3,FALSE
Action,act037,chew,0.96,0,0.04,8,2.402,0.354,0,0.25,0.396,1559,553,1445,420,NA,1565,1658,1,4,Absent,3.045,3,21375,0,Singular,2,FALSE
Action,act038,clap,0.98,0.02,0,5,0.687,0.898,0,0,0.102,1174,469,1078,383,NA,NA,2020,1,4,Absent,2.565,2,27294,0,Singular,2,FALSE
Action,act039,climb,1,0,0,2,0.242,0.96,0,0.04,0,1001,247,989,245,NA,1287,NA,1,5,Absent,4.533,2,37429,0,Singular,2,FALSE
Action,act040,cut,1,0,0,8,2.162,0.4,0,0.54,0.06,1339,406,1203,406,NA,1421,1510,1,3,Absent,5.252,2,24765,1,Singular,4,FALSE
Action,act041,slam,0.94,0.02,0.04,9,2.383,0.298,0,0.043,0.66,1480,482,1658,667,NA,1288,1411,1,4,Present,2.773,3,28874,0,Singular,3,FALSE
Action,act042,sort,0.66,0.26,0.08,17,2.783,0.242,0,0.121,0.636,1921,533,1575,394,NA,2165,2006,1,4,Present,3.714,3,19525,1,Singular,3,FALSE
Action,act043,comb,0.98,0,0.02,2,0.27,0.959,0,0.041,0,861,159,867,159,NA,721,NA,1,4,Absent,2.303,3,16924,0,Singular,3,FALSE
Action,act044,play,0.92,0.06,0.02,9,2.175,0.457,0.022,0,0.522,1599,588,1589,686,1749,NA,1602,1,4,Absent,6.004,1,24382,1,Singular,3,FALSE
Action,act045,conduct,0.82,0.08,0.1,6,1.326,0.756,0,0.146,0.098,1426,586,1373,571,NA,1764,1328,2,7,Absent,3.664,3,13067,0,Singular,3,FALSE
Action,act046,cook,1,0,0,5,0.94,0.82,0,0,0.18,1152,302,1115,301,NA,NA,1324,1,4,Absent,4.29,2,28428,1,Singular,4,FALSE
Action,act047,cough,0.92,0,0.08,3,1.248,0.674,0,0,0.326,1334,373,1255,346,NA,NA,1498,1,5,Absent,2.565,3,33349,1,Singular,5,FALSE
Action,act048,count,0.96,0.04,0,3,0.89,0.813,0,0,0.188,1220,377,1187,330,NA,NA,1361,1,5,Absent,4.159,3,16391,1,Singular,2,FALSE
Action,act049,crash,0.9,0.06,0.04,5,0.862,0.867,0,0,0.133,1648,557,1576,537,NA,NA,2115,1,5,Absent,2.996,3,8351,0,Singular,2,FALSE
Action,act050,crawl,1,0,0,1,0,1,0,0,0,1045,264,1045,264,NA,NA,NA,1,5,Absent,3.258,3,16855,0,Singular,2,FALSE
Action,act051,cross,0.92,0.06,0.02,3,1.142,0.543,0,0,0.457,1457,487,1424,369,NA,NA,1495,1,5,Absent,4.331,3,30627,0,Singular,3,FALSE
Action,act052,cry,1,0,0,2,0.141,0.98,0,0,0.02,962,310,934,243,NA,NA,2312,1,3,Absent,4.796,1,22897,1,Singular,2,FALSE
Action,act053,curl,0.98,0,0.02,6,1.192,0.776,0.02,0.02,0.184,1346,359,1326,346,2378,1006,1352,1,4,Absent,2.773,3,27471,0,Singular,3,FALSE
Action,act054,curtsey,0.94,0.06,0,4,1.304,0.638,0,0.277,0.085,1306,410,1203,366,NA,1477,1520,2,7,Absent,0.693,3,14133,0,Singular,1,FALSE
Action,act055,dance,1,0,0,2,0.327,0.94,0,0,0.06,993,278,979,272,NA,NA,1212,1,5,Absent,4.205,1,30516,0,Singular,3,FALSE
Action,act056,decorate,0.86,0.1,0.04,9,1.939,0.581,0,0,0.419,1673,523,1562,394,NA,NA,1827,3,8,Absent,3.045,3,20524,0,Singular,3,FALSE
Action,act057,deliver,0.96,0.04,0,6,0.93,0.854,0,0,0.146,1452,464,1408,420,NA,NA,1710,3,7,Absent,3.85,3,21286,0,Singular,3,FALSE
Action,act058,tornado,0.78,0.18,0.04,12,2.228,0.385,0,0,0.615,1713,534,1390,563,NA,NA,1916,3,7,Absent,1.609,3,19925,0,Singular,2,FALSE
Action,act059,dig,0.88,0.1,0.02,4,1.255,0.568,0,0.386,0.045,1462,366,1437,391,NA,1478,1639,1,3,Absent,3.714,3,17106,0,Singular,3,FALSE
Action,act060,dip,0.98,0.02,0,3,0.493,0.918,0,0,0.082,1317,410,1294,420,NA,NA,1574,1,3,Absent,2.89,3,20402,0,Singular,3,FALSE
Action,act061,cut,0.74,0.18,0.08,9,2.176,0.378,0,0.054,0.568,1906,466,1858,388,NA,1932,1936,1,3,Absent,5.252,2,18411,1,Singular,4,FALSE
Action,act062,drip,0.92,0.06,0.02,12,2.19,0.609,0,0,0.391,1768,571,1577,489,NA,NA,2066,1,4,Absent,2.398,3,15971,1,Singular,3,FALSE
Action,act063,drag,1,0,0,8,1.829,0.62,0,0.02,0.36,1353,388,1315,315,NA,1481,1413,1,4,Absent,3.892,3,28354,0,Singular,2,FALSE
Action,act064,write,0.96,0.02,0.02,5,1.367,0.521,0,0,0.479,1502,550,1378,538,NA,NA,1635,1,5,Absent,6.142,1,17332,1,Singular,4,FALSE
Action,act065,drill,0.96,0.04,0,6,1.175,0.792,0,0,0.208,1370,441,1315,360,NA,NA,1581,1,5,Absent,2.565,3,14929,0,Singular,2,FALSE
Action,act066,drip,1,0,0,3,0.282,0.96,0,0,0.04,980,335,947,274,NA,NA,1758,1,4,Absent,2.398,3,3918,1,Singular,2,FALSE
Action,act067,drive,1,0,0,2,0.141,0.98,0,0,0.02,999,205,989,195,NA,NA,1474,1,5,Absent,5.389,1,35400,0,Singular,3,FALSE
Action,act068,break,0.86,0.14,0,9,2.049,0.512,0.023,0,0.465,1706,564,1422,378,1340,NA,2036,1,5,Absent,5.438,1,16955,1,Singular,2,FALSE
Action,act069,drown,0.96,0.02,0.02,2,0.296,0.958,0.042,0,0,1067,434,1001,180,2596,NA,NA,1,5,Absent,3.258,3,20210,0,Singular,2,FALSE
Action,act070,dry,1,0,0,4,1.692,0.34,0.32,0,0.34,1194,327,1271,236,1193,NA,1118,1,3,Absent,3.892,2,42036,0,Singular,2,FALSE
Action,act071,dust,0.96,0.04,0,5,1.226,0.75,0,0,0.25,1215,383,1209,383,NA,NA,1231,1,4,Absent,2.197,3,13403,0,Singular,2,FALSE
Action,act072,eat,0.64,0,0.36,2,0.54,0.969,0,0,0.031,1118,240,1105,232,NA,NA,1534,1,3,Absent,5.67,1,21812,0,Singular,2,FALSE
Action,act073,dump,0.96,0.04,0,12,2.363,0.5,0,0.292,0.208,1506,440,1421,405,NA,1550,1649,1,4,Absent,2.89,2,31506,0,Singular,4,FALSE
Action,act074,erase,0.98,0,0.02,5,0.978,0.837,0,0,0.163,1319,422,1244,334,NA,NA,1705,2,5,Absent,1.609,3,23620,0,Singular,3,FALSE
Action,act075,erupt,0.98,0,0.02,6,1.636,0.612,0,0.224,0.163,1409,369,1404,388,NA,1438,1387,2,5,Absent,1.946,3,27002,0,Singular,2,FALSE
Action,act076,look,0.88,0.12,0,8,1.901,0.545,0,0.182,0.273,1699,641,1527,530,NA,2222,1693,1,4,Absent,7.206,1,26796,1,Singular,3,FALSE
Action,act077,stretch,0.94,0.02,0.04,8,2.256,0.362,0,0,0.638,1334,388,1232,237,NA,NA,1391,1,7,Present,4.22,3,19720,0,Singular,2,FALSE
Action,act078,explode,0.94,0.04,0.02,5,1.497,0.638,0,0.255,0.106,1586,525,1547,492,NA,1661,1632,2,7,Absent,3.135,3,23934,0,Singular,2,FALSE
Action,act079,scared,0.82,0.08,0.1,12,2.842,0.22,0.171,0.049,0.561,1940,569,2101,411,2034,2370,1811,1,6,Present,2.996,1,16850,0,Singular,2,FALSE
Action,act080,fall,1,0,0,2,0.68,0.82,0,0,0.18,1134,300,1159,290,NA,NA,1022,1,4,Present,5.687,1,26229,0,Singular,2,FALSE
Action,act081,feed,0.9,0.02,0.08,4,0.797,0.867,0,0,0.133,1241,390,1208,279,NA,NA,1457,1,4,Present,4.898,1,22683,0,Singular,4,FALSE
Action,act082,fence,0.96,0.04,0,8,1.714,0.625,0,0,0.375,1206,351,1126,276,NA,NA,1340,1,5,Present,1.386,3,10775,0,Singular,2,FALSE
Action,act083,fight,0.92,0.04,0.04,6,1.431,0.717,0,0,0.283,1235,316,1199,273,NA,NA,1325,1,5,Present,4.963,3,27377,0,Singular,2,FALSE
Action,act084,file,0.9,0.08,0.02,11,2.319,0.533,0,0.133,0.333,1481,502,1252,283,NA,1433,1865,1,4,Present,3.091,3,13190,0,Singular,3,FALSE
Action,act085,fill,0.88,0.06,0.06,8,1.764,0.636,0.045,0,0.318,1777,513,1716,505,1807,NA,1895,1,4,Present,4.927,3,27175,0,Singular,4,FALSE
Action,act086,drip,0.86,0.14,0,12,2.562,0.302,0,0,0.698,1983,588,1996,594,NA,NA,1978,1,4,Absent,2.398,3,12628,1,Singular,2,FALSE
Action,act087,fish,1,0,0,1,0,1,0,0,0,1080,162,1080,162,NA,NA,NA,1,4,Present,3.466,3,12729,0,Singular,3,FALSE
Action,act088,float,0.96,0.04,0,6,1.095,0.813,0,0,0.188,1413,471,1390,416,NA,NA,1513,1,5,Present,3.526,3,26049,0,Singular,2,FALSE
Action,act089,run,0.68,0.24,0.08,12,2.322,0.353,0,0.088,0.559,1838,614,2075,550,NA,2040,1657,1,3,Absent,6.091,1,17893,1,Singular,2,FALSE
Action,act090,fly,1,0,0,1,0,1,0,0,0,914,275,914,275,NA,NA,NA,1,3,Present,4.575,3,13178,1,Singular,2,FALSE
Action,act091,fold,0.9,0.06,0.04,8,1.091,0.844,0,0,0.156,1356,549,1275,549,NA,NA,1791,1,4,Present,3.664,3,24426,0,Singular,3,FALSE
Action,act092,follow,0.98,0,0.02,6,1.289,0.735,0,0,0.265,1318,445,1321,449,NA,NA,1310,2,6,Present,5.694,3,19976,0,Singular,3,FALSE
Action,act093,scare,0.96,0.02,0.02,5,0.793,0.875,0,0.063,0.063,1322,395,1246,284,NA,1580,2132,1,5,Present,2.079,3,24409,0,Singular,3,FALSE
Action,act094,arrest,0.86,0.14,0,4,1.536,0.512,0,0,0.488,1458,356,1502,390,NA,NA,1411,2,6,Absent,2.833,3,21843,1,Singular,4,FALSE
Action,act095,cry,0.94,0.04,0.02,4,1.758,0.426,0,0,0.574,1336,419,1411,498,NA,NA,1280,1,3,Absent,4.796,1,25714,1,Singular,1,FALSE
Action,act096,cook,1,0,0,6,1.477,0.5,0,0,0.5,1282,411,1245,469,NA,NA,1320,1,4,Absent,4.29,2,30811,1,Singular,4,FALSE
Action,act097,give,0.96,0.02,0.02,6,0.849,0.875,0.021,0,0.104,1330,275,1343,280,1108,NA,1264,1,4,Absent,7.154,1,27760,0,Singular,3,FALSE
Action,act098,glue,0.98,0.02,0,5,1.353,0.633,0,0.286,0.082,1364,385,1375,349,NA,1234,1735,1,4,Absent,1.386,3,20359,0,Singular,4,FALSE
Action,act099,golf,0.98,0,0.02,8,1.367,0.776,0,0,0.224,1471,529,1438,553,NA,NA,1582,1,4,Absent,1.386,3,53094,0,Singular,4,FALSE
Action,act100,whisper,0.94,0.02,0.04,5,1.645,0.511,0,0,0.489,1333,534,1221,343,NA,NA,1450,2,7,Absent,3.784,3,27687,1,Singular,3,FALSE
Action,act101,shake,0.92,0.06,0.02,6,1.619,0.609,0.022,0,0.37,1216,321,1174,315,1020,NA,1296,1,5,Absent,4.883,2,34427,1,Singular,4,FALSE
Action,act102,cook,1,0,0,5,1.683,0.48,0,0,0.52,1398,478,1217,315,NA,NA,1565,1,4,Absent,4.29,2,25184,1,Singular,3,FALSE
Action,act103,grind,0.62,0.36,0.02,13,2.265,0.355,0.032,0,0.613,2228,628,2024,593,2484,NA,2332,1,5,Absent,3.332,3,17383,0,Singular,2,FALSE
Action,act104,hammer,0.98,0,0.02,4,1.285,0.694,0,0.143,0.163,1114,371,1008,244,NA,1108,1570,2,6,Present,2.565,3,24852,0,Singular,3,FALSE
Action,act105,arrest,0.82,0.16,0.02,9,1.765,0.659,0,0,0.341,1508,549,1341,398,NA,NA,1831,2,6,Absent,2.833,3,28944,1,Singular,4,FALSE
Action,act106,hang,0.98,0.02,0,7,1.684,0.449,0,0,0.551,1304,381,1147,282,NA,NA,1433,1,4,Present,4.852,3,37462,0,Singular,3,FALSE
Action,act107,hatch,0.92,0.04,0.04,5,0.91,0.848,0,0,0.152,1237,400,1142,305,NA,NA,1769,1,5,Present,1.792,3,19137,0,Singular,2,FALSE
Action,act108,hide,0.96,0.02,0.02,6,1.025,0.833,0,0,0.167,1430,475,1408,413,NA,NA,1539,1,4,Present,4.625,2,25967,0,Singular,2,FALSE
Action,act109,hit,1,0,0,3,0.968,0.78,0,0,0.22,1002,243,984,243,NA,NA,1063,1,3,Present,4.615,1,23139,0,Singular,4,FALSE
Action,act110,hitchhike,0.98,0,0.02,3,0.493,0.918,0.061,0,0.02,1340,479,1360,488,1264,NA,673,2,9,Present,0.693,3,26145,0,Complex,3,FALSE
Action,act111,howl,1,0,0,2,0.827,0.74,0,0,0.26,1161,289,1205,297,NA,NA,1037,1,4,Present,2.398,3,18071,0,Singular,2,FALSE
Action,act112,hug,1,0,0,6,0.994,0.84,0,0.04,0.12,995,269,936,213,NA,1237,1330,1,3,Present,2.485,1,16095,0,Singular,2,FALSE
Action,act113,hunt,0.96,0.02,0.02,3,0.859,0.792,0,0,0.208,1254,372,1282,395,NA,NA,1151,1,4,Present,3.401,3,45398,0,Singular,3,FALSE
Action,act114,iron,0.96,0,0.04,1,0.057,1,0,0,0,977,328,977,328,NA,NA,NA,2,4,Absent,1.792,3,13323,0,Singular,3,FALSE
Action,act115,ride,0.9,0.06,0.04,11,2.472,0.422,0,0,0.578,1521,490,1203,352,NA,NA,1752,1,4,Absent,4.06,1,18780,1,Singular,4,FALSE
Action,act116,juggle,1,0,0,3,0.282,0.96,0,0,0.04,961,244,967,247,NA,NA,831,2,6,Absent,1.099,3,14974,0,Singular,2,FALSE
Action,act117,jump,0.98,0,0.02,6,1.387,0.714,0,0.102,0.184,1353,396,1318,388,NA,1297,1521,1,4,Absent,4.22,1,15496,0,Singular,3,FALSE
Action,act118,kick,1,0,0,2,0.242,0.96,0,0,0.04,866,196,853,185,NA,NA,1173,1,4,Absent,3.761,1,17222,0,Singular,2,FALSE
Action,act119,kiss,1,0,0,1,0,1,0,0,0,958,186,958,186,NA,NA,NA,1,4,Absent,4.094,1,31961,0,Singular,3,FALSE
Action,act120,kneel,0.92,0.04,0.04,7,1.109,0.826,0,0,0.174,1331,505,1252,447,NA,NA,1708,1,5,Absent,3.178,3,14002,0,Singular,2,FALSE
Action,act121,knight,0.78,0.18,0.04,9,1.659,0.692,0,0,0.308,1774,573,1768,635,NA,NA,1786,1,6,Absent,0.693,3,10071,0,Singular,3,FALSE
Action,act122,knit,0.94,0.06,0,4,1.597,0.532,0,0,0.468,1552,459,1432,350,NA,NA,1690,1,4,Absent,2.303,3,28962,0,Singular,3,FALSE
Action,act123,knock,0.98,0.02,0,2,0.169,0.98,0,0,0.02,1168,511,1169,517,NA,NA,1122,1,5,Absent,4.007,2,30189,0,Singular,3,FALSE
Action,act124,lasso,0.94,0.02,0.04,8,1.698,0.681,0,0,0.319,1357,552,1243,358,NA,NA,1600,2,5,Absent,0,3,18091,0,Singular,2,FALSE
Action,act125,laugh,0.98,0.02,0,2,0.27,0.959,0,0,0.041,977,360,956,349,NA,NA,1462,1,5,Absent,5.142,3,39099,1,Singular,3,FALSE
Action,act126,lick,1,0,0,3,0.383,0.94,0,0,0.06,1120,378,1100,374,NA,NA,1426,1,4,Absent,2.485,2,18076,0,Singular,3,FALSE
Action,act127,relax,0.94,0.04,0.02,10,2.588,0.277,0,0.191,0.532,1441,415,1315,214,NA,1251,1575,2,5,Absent,3.989,3,27671,1,Singular,2,FALSE
Action,act128,lift,0.94,0.02,0.04,7,1.829,0.532,0,0.149,0.319,1371,445,1312,352,NA,1510,1405,1,4,Absent,4.489,3,18073,0,Singular,2,FALSE
Action,act129,light,1,0,0,3,0.541,0.9,0.02,0,0.08,1298,368,1304,367,1984,NA,1057,1,5,Absent,4.007,3,20907,0,Singular,3,FALSE
Action,act130,listen,1,0,0,3,1.065,0.72,0,0.22,0.06,1245,404,1263,424,NA,1109,1526,2,6,Absent,5.182,2,37439,0,Singular,2,FALSE
Action,act131,load,0.88,0.04,0.08,10,2.491,0.318,0,0.045,0.636,1608,446,1626,397,NA,1584,1600,1,4,Absent,3.332,3,21792,0,Singular,3,FALSE
Action,act132,unlock,0.94,0,0.06,7,1.935,0.489,0,0,0.511,1296,393,1182,342,NA,NA,1405,2,6,Absent,2.773,3,13709,0,Singular,3,FALSE
Action,act133,look,0.94,0.02,0.04,6,0.872,0.872,0.021,0.064,0.043,1494,527,1439,502,854,2002,2182,1,4,Absent,7.206,1,19979,1,Singular,3,FALSE
Action,act134,magnify,0.96,0.04,0,8,2.006,0.521,0,0,0.479,1552,454,1522,438,NA,NA,1583,3,7,Absent,2.079,3,28008,0,Singular,2,FALSE
Action,act135,mail,0.96,0,0.04,8,1.373,0.771,0,0.021,0.208,1246,409,1134,326,NA,1544,1631,1,4,Absent,1.609,3,25541,0,Singular,3,FALSE
Action,act136,make,0.86,0.08,0.06,8,1.716,0.674,0.116,0,0.209,1569,579,1419,412,1896,NA,1873,1,4,Absent,7.755,2,20999,0,Singular,3,FALSE
Action,act137,march,0.96,0.02,0.02,3,1.046,0.667,0,0,0.333,1191,398,1217,379,NA,NA,1140,1,5,Absent,3.434,3,33014,0,Singular,3,FALSE
Action,act138,marry,0.92,0.06,0.02,8,1.513,0.717,0,0.13,0.152,1376,481,1301,416,NA,1332,1766,2,5,Absent,4.836,3,23413,0,Singular,5,FALSE
Action,act139,massage,1,0,0,2,0.242,0.96,0,0,0.04,1130,321,1141,323,NA,NA,868,2,7,Absent,1.609,3,21386,0,Singular,4,FALSE
Action,act140,measure,1,0,0,2,0.141,0.98,0,0,0.02,1168,259,1174,258,NA,NA,875,2,7,Absent,3.611,3,28509,0,Singular,3,FALSE
Action,act141,meditate,0.88,0.1,0.02,5,1.402,0.682,0,0,0.318,1515,579,1379,343,NA,NA,1807,3,8,Absent,1.386,3,19237,0,Singular,3,FALSE
Action,act142,melt,1,0,0,3,0.721,0.84,0,0,0.16,1183,299,1175,272,NA,NA,1223,1,4,Absent,3.219,3,19825,0,Singular,2,FALSE
Action,act143,milk,0.92,0.02,0.06,3,0.798,0.848,0,0,0.152,1404,504,1360,416,NA,NA,1653,1,4,Absent,2.398,3,28992,0,Singular,4,FALSE
Action,act144,mine,0.7,0.26,0.04,8,1.734,0.571,0,0,0.429,2013,647,1991,681,NA,NA,2043,1,4,Absent,1.609,3,51502,0,Singular,4,FALSE
Action,act145,miss,0.98,0,0.02,6,1.903,0.347,0,0.02,0.633,1225,327,1295,260,NA,1942,1164,1,4,Absent,4.454,3,21872,0,Singular,3,FALSE
Action,act146,mix,0.92,0,0.08,6,2.032,0.435,0,0.304,0.261,1351,501,1286,414,NA,1332,1481,1,3,Absent,3.951,3,12204,0,Singular,3,FALSE
Action,act147,mop,0.96,0.02,0.02,5,1.499,0.625,0,0,0.375,1332,461,1258,313,NA,NA,1454,1,3,Absent,1.946,3,20337,0,Singular,3,FALSE
Action,act148,oil,0.9,0.08,0.02,4,0.742,0.889,0,0,0.111,1498,460,1421,396,NA,NA,2116,2,3,Absent,1.609,3,11309,0,Singular,2,FALSE
Action,act149,open,0.94,0.06,0,9,2.092,0.574,0,0.021,0.404,1341,452,1122,268,NA,1898,1622,2,4,Absent,5.442,1,25550,0,Singular,3,FALSE
Action,act150,operate,0.82,0.12,0.06,9,2.018,0.537,0,0,0.463,1754,435,1628,389,NA,NA,1900,3,7,Absent,4.419,3,21850,0,Singular,3,FALSE
Action,act151,parachute,0.98,0.02,0,6,1.386,0.735,0,0,0.265,1399,490,1288,456,NA,NA,1707,3,9,Absent,0,3,20365,0,Singular,2,FALSE
Action,act152,bite,0.96,0.02,0.02,5,1.417,0.625,0,0,0.375,1575,628,1520,518,NA,NA,1668,1,4,Absent,3.332,1,22192,1,Singular,2,FALSE
Action,act153,peel,0.94,0,0.06,4,0.681,0.894,0,0,0.106,1178,347,1175,362,NA,NA,1203,1,4,Absent,2.398,3,14440,0,Singular,3,FALSE
Action,act154,pet,1,0,0,2,0.141,0.98,0,0,0.02,935,272,934,275,NA,NA,953,1,3,Absent,1.386,3,17815,0,Singular,2,FALSE
Action,act155,pick,0.9,0.06,0.04,8,1.752,0.644,0,0.022,0.333,1524,509,1478,432,NA,1249,1630,1,4,Absent,5.247,2,27082,0,Singular,3,FALSE
Action,act156,pinch,0.94,0.04,0.02,4,0.599,0.915,0,0,0.085,1137,318,1108,311,NA,NA,1451,1,5,Absent,2.303,3,17920,0,Singular,2,FALSE
Action,act157,plant,1,0,0,6,1.522,0.56,0,0,0.44,1376,358,1390,369,NA,NA,1358,1,5,Absent,3.434,3,27170,1,Singular,4,FALSE
Action,act158,play,1,0,0,2,0.242,0.96,0.04,0,0,1119,354,1109,353,1381,NA,NA,1,4,Absent,6.004,1,26095,1,Singular,3,FALSE
Action,act159,plow,0.78,0.2,0.02,8,1.811,0.59,0,0,0.41,1716,540,1590,472,NA,NA,1897,1,4,Absent,2.833,3,29785,0,Singular,3,FALSE
